,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
243472,7tzDA9ZmnDTartvMtdpZou,When the Heartache Is Over,45,224493,0,['Tina Turner'],['1zuJe6b1roixEKMOtyrEak'],1999-11-01,0.688,0.772,5,-6.276,1,0.0291,0.00622,7.42e-05,0.073,0.43,114.975,4
334712,2pflvmEhE5u3NHO3mM83uF,เพลงเพราะ เพราะเธอ,21,300467,0,['Flavour'],['4uyfohByTrGW29ZMcsGoO7'],2010-04-27,0.56,0.367,1,-8.443,1,0.0418,0.75,0.0,0.113,0.299,135.765,4
497839,6O3p5b2EVHhbzraTfWODoE,074 - und das brennende Schwert - Teil 37,35,119200,0,['Die drei ???'],['3meJIgRw7YleJrmbpbJK6S'],1997-02-11,0.612,0.452,1,-10.429,1,0.461,0.357,0.0,0.58,0.248,67.042,3
236924,3B3gQIElQjAXI22h6jzjnX,Vamonos Po' Encima,43,251227,0,"['Vico C', ""D'Mingo"", 'Mala Rodríguez']","['0ciTdf9bGl9L3JM1Z0nLCT', '31qjLnMqRoTnmMRp7rK4v0', '3Ces1OJeGOVGcUB0wPaPXJ']",2005-01-01,0.88,0.812,8,-2.157,1,0.219,0.508,0.0,0.0482,0.797,95.98,4
336983,0MNemc24NyVm0zdeVWUPhq,ไม่เฟี้ยว,44,204005,0,['YOUNGOHM'],['0AvGycOEDZTaBFLCaiGd9S'],2019-11-05,0.865,0.5,1,-9.431,0,0.177,0.0192,0.0,0.106,0.324,82.509,4
472285,2MfwQkM5MUYqXe6uZ0aGKU,Era De Uranio,25,257200,0,['Spinetta Jade'],['3WxVICwFDAWMTWH8sELmRe'],1983,0.577,0.158,0,-20.579,1,0.0384,0.705,0.00119,0.316,0.0784,103.13,4
581697,3QqtLDOABCqzKVMd70aGJL,Jailhouse Rock - 1998,23,149547,0,['Eilert Pilarm'],['7aS6aXw9eYfVQxCG1RcVEK'],1998,0.485,0.735,8,-3.879,1,0.0466,0.291,0.0,0.152,0.506,166.382,4
246210,6DQgOEBheTBVuQhkC2VqXq,Tave čia randu,35,211107,0,['Gabrielius Vagelis'],['0dJJpF4ULA7xCU5xwHbCB3'],2019-10-31,0.385,0.435,10,-8.676,1,0.0323,0.0344,5.34e-06,0.142,0.19,83.233,4
580118,4uG75sj01vMfPkCw9vL7z9,You Ain't My Friend,25,192547,0,['Eddie Meduza'],['3cMEiDsx9VpGvF71hUGswS'],1990,0.742,0.726,2,-5.557,1,0.0293,0.0804,5.15e-05,0.0887,0.676,138.831,3
230531,7K4tDCQIsZgOaM8Tu1zZxN,הולך להתהפך,26,227922,0,['Ron Cohen'],['02shO28xwmMaO5T3HB1e2V'],2013-04-04,0.484,0.934,8,-2.527,1,0.388,0.546,0.0,0.123,0.568,91.501,4
119647,4gpMzTPDWQN6ZHmOUV4vhd,"Piano Concerto No. 5 in E Flat Major, Op. 73, ""Emperor"": III. Rondo - Allegro",0,572560,0,"['Ludwig van Beethoven', 'Artur Schnabel', 'Frederick Stock', 'Chicago Symphony Orchestra']","['2wOqMjp9TyABvtHdOSOTUS', '0mVpWDLWdc7t13qs29vnEv', '4r9PVJi0E3MfRTH6Sgu53z', '6TD08jYeuN128P2MZTbc8E']",1942,0.321,0.249,3,-14.342,1,0.0419,0.983,0.921,0.15,0.178,89.202,4
89248,37adYGaYaAWTGhBaOzX4Fh,Take A Slice,72,229718,1,['Glass Animals'],['4yvcSjfu4PC0CYQyLy4wSq'],2016-08-26,0.623,0.661,9,-7.0,1,0.1,0.0212,0.000229,0.267,0.63,151.97,4
537165,4Hzm420zy0isFr4mFCeBKa,Too Much On My Mind - Mono Mix,28,148640,0,['The Kinks'],['1SQRv42e4PjEYfPhS0Tk9E'],1966-10-28,0.625,0.504,9,-6.715,1,0.0279,0.136,0.0,0.114,0.661,114.999,4
366484,1evrRFI79bF9UnhWX7hL0V,Dualarım Yoluna,27,260075,0,['Harun Kolçak'],['65DHllTFchsixkxABusOcR'],1995-08-28,0.707,0.66,2,-13.389,0,0.0456,0.186,8.47e-05,0.0986,0.96,97.026,4
424703,6IDqu9GqdtajHxgwSw4z9Q,Hueso Na' Ma',31,197788,0,['Junior Klan'],['38nF3ZyCqorhu0SaQ7yMqI'],1997-04-18,0.746,0.715,7,-9.399,1,0.0402,0.208,7.43e-05,0.0299,0.966,137.55,4
533976,432aoCDsOADS2jXQbYWfaL,Kleš,16,200040,0,['E!E'],['0n4OWH3G70Pn7HgO9uHfSE'],1993-06-01,0.517,0.544,4,-14.108,1,0.0536,0.012,0.0,0.053,0.968,133.815,4
441367,28KI5JJFYz2m9ZTk2zJg2s,Moments Of Pleasure - 2011 Remastered Version,39,317898,0,['Kate Bush'],['1aSxMhuvixZ8h9dK9jIDwL'],1993,0.274,0.237,1,-14.303,1,0.0331,0.77,0.0281,0.119,0.164,127.428,4
586159,6blaKMpj1EZhqvj6LpfXJu,情人Happy Birthday,15,275493,0,['Andy Lau'],['2n3uDrupL8UtFSeZhY38MS'],1994,0.565,0.684,1,-10.434,1,0.0295,0.741,5.65e-05,0.103,0.704,140.217,4
192782,70AE6Dv2VDu6QErfyyCsP3,"Un Dia Tu, Un Dia Yo",23,180667,0,['Julio Iglesias'],['4etuCZVdP8yiNPn4xf0ie5'],1978,0.628,0.528,10,-16.449,0,0.157,0.51,0.0,0.11,0.876,128.462,4
107401,0qGD6dIDHvQ1fvzOVv7MSB,For A Reason,13,415693,0,['Zhané'],['6cjSmkVvMvyE6tCAo1M9Is'],1994-01-01,0.305,0.268,2,-10.756,1,0.0337,0.854,5.64e-06,0.0936,0.239,172.623,4
335169,43OF1WiPTx2KfQypd7nMr3,Reús,53,243717,0,['Filipe Ret'],['7gJN8W0589FisSYJS17K54'],2012-12-20,0.623,0.37,7,-11.978,0,0.464,0.311,0.0,0.355,0.445,73.025,4
389133,68ngtC3pGiTjXcFwxYCJ7Z,Diabolic,54,259835,0,['Dance With the Dead'],['2KtnZQwMQJN3uyI8eHZRvm'],2016-02-06,0.639,0.948,4,-5.04,0,0.181,0.000451,0.372,0.389,0.328,121.016,4
378564,4yGAnVoPosW9SlSnppBXPx,Monsieur,39,234187,0,['Thomas Fersen'],['1e8wNOOTAfcvZnYAqxqHZM'],1999-10-26,0.669,0.286,0,-11.441,0,0.0711,0.821,1.63e-06,0.0759,0.546,113.885,4
504612,0cDcC7iyw1P3lIy2DGhgZG,Count On You (feat. Jordin Sparks),44,209933,0,"['Big Time Rush', 'Jordin Sparks']","['0GWCNkPi54upO9WLlwjAHd', '2AQjGvtT0pFYfxR3neFcvz']",2011-04-15,0.638,0.705,2,-4.47,1,0.035,0.219,0.0,0.156,0.304,91.961,4
430282,6wXKVwv9OBiiEOS5W3Ylhw,Noites Cariocas (Minhas Noites Sem Sono),24,190667,0,['Gal Costa'],['1b8kpp4DUwt1hWaxTiWQhD'],1979-01-08,0.513,0.668,11,-12.475,0,0.0996,0.407,0.0,0.101,0.914,177.433,4
259743,3LzpBttFLS8fLm3E8bhSZ5,036 - und der Super-Wal - Teil 35,35,73000,0,['Die drei ???'],['3meJIgRw7YleJrmbpbJK6S'],1985-05-29,0.525,0.741,2,-8.514,1,0.848,0.489,0.0,0.393,0.0893,118.771,3
316811,4p3C60UpOzBP8quBNiF8Jl,Dauðakynslóðin,6,267587,0,['EGO'],['69fBMmYs9SDJ5cUmikwrWQ'],1982-10-01,0.624,0.466,7,-12.487,1,0.0473,0.0795,8.61e-05,0.101,0.688,141.854,4
230673,0S61j7iuCEOZjZUPM3XqUN,לילה אחרון בלונדון,30,178131,0,['Shlomi Shaban'],['4eIu7kgUUZzOgx6goRqEQX'],2014-03-19,0.508,0.304,2,-11.4,0,0.0384,0.895,1.38e-05,0.0941,0.137,99.208,4
148104,4R9Lpwf8nBqwLF6auld9IU,Pour une biguine avec toi,31,222787,0,['Marc Lavoine'],['3K8EYZ4Ltg6ythgGZzrFXf'],1985-01-01,0.489,0.814,6,-12.024,1,0.0497,0.479,6.05e-05,0.0435,0.925,152.957,4
32006,6xdHoeioMerdgJ5fNDDcYy,Blue Minor - Remastered,25,617487,0,['Sonny Clark'],['1Sc9ykJB728MAZab1Ocwy8'],1958-01-05,0.646,0.419,5,-9.571,0,0.0426,0.803,0.0239,0.365,0.609,80.278,4
40920,7E6RJ05OosW2yd7mv3EwpN,"Bye, Bye Baby",40,157200,0,"['Big Brother & The Holding Company', 'Janis Joplin']","['4J69yWrKwWJgjv3DKTZcGo', '4NgfOZCL9Ml67xzM0xzIvC']",1967,0.672,0.336,0,-13.737,1,0.0366,0.182,0.126,0.0974,0.639,105.753,1
39786,5pT4qRIpNb7cASsnMfE1Hc,Anji,48,133720,0,['Simon & Garfunkel'],['70cRZdQywnSFp9pnc2WTCE'],1966-01-17,0.3,0.248,11,-13.622,0,0.041,0.931,0.911,0.127,0.399,168.388,4
507674,047eosHQRVB7pjFxtShFJN,Hang És Fény,15,327427,0,['Kispál és a Borz'],['71buZyotrHSZMVkSTcDY8c'],2000-04-02,0.711,0.403,2,-11.096,1,0.0361,0.322,2.07e-05,0.152,0.223,134.028,4
311265,67mjHp2HI6CmBrcFJCzix1,Randers Station,34,218640,0,['TV-2'],['6jvJrJNRIBqin5CYaT2cup'],2007,0.618,0.833,0,-4.358,1,0.0276,0.00261,0.00032,0.319,0.906,128.642,4
4739,5ZKNxOktQ9KmEA7UbKNqYW,El Tigre - Instrumental (Remasterizado),0,163613,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1928-09-16,0.843,0.178,5,-10.579,1,0.324,0.99,0.000738,0.0862,0.789,121.125,4
451346,6ypValAzwxFFuid9XZOp6y,Cinta Selesai,55,191798,0,['Mahen'],['5Ag6luL11YrL1Znq0xsVuh'],2020-11-29,0.572,0.178,5,-14.224,1,0.0332,0.8,0.000934,0.17,0.108,89.072,4
386817,1KkldrCUx2L849DwNOdjrJ,Понимаешь,39,251245,0,['Ирина Тонева и Павел Артемьев'],['6VHcIcGirqaFTckOIJoTQe'],2004-01-01,0.779,0.445,11,-10.823,0,0.0312,0.534,1.06e-06,0.105,0.886,95.004,4
526226,2I1nFkTHlhmN89nzYpqAo1,Mithe Ras Se,28,511413,0,['Falguni Pathak'],['6nAVJkZZ55jorZmO5bpezv'],2001-01-01,0.46,0.337,0,-13.53,1,0.114,0.59,0.0,0.122,0.752,86.526,4
19243,29zd5aTVBAGd9nkyChRgz6,Children's Corner: Serenade for the Doll,0,148267,0,"['Claude Debussy', 'William Kapell']","['1Uff91EOsvd99rtAupatMP', '5qsrEqlTIFVbXBB2xd7qoh']",1945,0.473,0.0404,11,-28.034,1,0.0369,0.995,0.931,0.0875,0.264,132.36,4
365053,6qi7F4jdKKFUVSs2oQSjlt,Güle Güle Git,15,218062,0,['Müslüm Gürses'],['4cMwyqmHCwJjRZ3frIVHTr'],1990-05-16,0.632,0.522,5,-13.063,1,0.0407,0.617,2.5e-05,0.104,0.641,108.24,4
502833,1dF67uJ1IdzxJ7YEtJBF7q,Balada O Pišonji I Žugi,27,329737,0,['Zabranjeno Pusenje'],['2g46L9VSa45dv1Zv4QWaFt'],1987-02-01,0.315,0.793,7,-8.1,1,0.21,0.359,1.37e-06,0.219,0.442,175.972,4
179663,2lXgHv74X0FzRews9Kgo9E,I Let A Song Go Out Of My Heart,5,345600,0,['Don Shirley'],['28gtOMHE3YD9uDR3ht6E0x'],1955-06-01,0.436,0.0589,1,-16.857,1,0.0472,0.995,0.902,0.118,0.0797,69.327,3
226517,0aa4O6M6x3w0XJY8P9l0EO,שוב ושוב,14,191600,0,"['Yoni Rechter', 'Yehudit Ravitz']","['05YG290otZjn1UMHXjEqxh', '5gf4XgAoGBJgguBo9sbyzj']",1995-09-01,0.481,0.128,4,-16.154,1,0.0443,0.945,1.12e-05,0.139,0.308,122.9,3
85178,7m7OJ2ZnYDnUHSk3unq5UF,Panorphelia - 2012 Remaster,11,576485,0,['Edgar Froese'],['2XP4UvuJoUxBIjO95l8Mlr'],2012-01-01,0.167,0.402,7,-15.557,1,0.0487,0.081,0.829,0.318,0.0365,71.06,4
92789,3nHAHb05JjmMbvB4Fp6Ame,Lunar Lander (CC652),5,111000,0,"['M.I.K.E. Push', 'Robert Nickson']","['1FLWivyoqKrhsxokChtUnI', '0dMK3g7XAApwIpLTyE7mqJ']",2020-01-10,0.485,0.946,2,-7.572,0,0.0657,0.000634,0.805,0.387,0.0479,138.044,4
178373,5xFJAuHpaDxu16YIXpSE8y,Tiptoe Into Your Heart,43,49085,0,"['Derrick Williams', 'Ten Little Toes']","['5t97INc5hXCsqGqkDjE0zR', '5OjsYUDZi2DWVaUpGl6IT6']",2020-11-19,0.804,0.0322,2,-13.783,1,0.459,0.562,0.916,0.0528,0.408,82.916,4
416962,7HRkgOfo1P4V2MT73HrShl,"Il Barbiere di Siviglia, Act I, Scene Two: Ma signor...ma un dottor (Bartolo/Coro/Berta/Basilio/Rosina/Conte/Figaro)",6,281387,0,"['Gioachino Rossini', 'Alceo Galliera', 'Philharmonia Orchestra & Chorus', 'Maria Callas', 'Luigi Alva', 'Tito Gobbi', 'Fritz Ollendorff']","['0roWUeP7Ac4yK4VN6L2gF4', '4vkGRuqbcBXgDF2fkfLlNo', '4Cn7CFmSG1AzpBEJaKVlrv', '0bjdfjE8XbLa2Odstu6E1E', '3VvEDwzCTkx6W7yeTR3rua', '12msfS6HSE6p3CxcznZX6R', '5g86RWkXTtf5ujnwJcgkUk']",1958,0.455,0.573,0,-11.899,1,0.0374,0.917,0.106,0.0701,0.449,105.166,4
463823,3FMhzMn4vB32InnfA2DiEf,Monte le son,65,216000,1,"['DJ Kayz', 'Niska']","['1GQ4ihUi4W36nt5ZKmtMgh', '7CUFPNi1TU8RowpnFRSsZV']",2020-10-02,0.68,0.783,4,-7.556,0,0.0536,0.0941,0.0,0.0877,0.603,100.003,4
423064,72v1VBm7UgeEvwFy7HQ1Un,Voy A Perder La Cabeza Por Tu Amor,20,188959,0,['Juan Torres'],['6f9xTYssmtLTLCoErssCLY'],1985-01-01,0.549,0.559,5,-8.535,1,0.0265,0.187,0.0173,0.446,0.719,107.743,4
520882,16EMUwEPClw2zDpqmYGtsn,Kai Din Se Mujhe,27,269697,0,"['Hemlata', 'Shailendra Singh']","['7lkL9oVWXjPsVbLh4o1j6Y', '2lgp536k08u3n6rgIW0lNf']",1978-07-04,0.471,0.518,7,-6.29,0,0.0318,0.719,0.00138,0.134,0.54,71.628,4
205327,4wRkbGHDrkvpNzBu3mMqjt,Situa sais pedati,28,271573,0,['Iwan Fals'],['7LkkXDrBNVODZKIJlWGwbX'],1981-01-01,0.602,0.742,0,-5.731,1,0.0349,0.518,1.15e-06,0.301,0.705,115.534,4
415943,03ElOdBWvKyBcAi3AEawW4,雲中月,34,255307,0,['曾心梅'],['0BTV4mFPiZuW87srWJSPze'],2017-12-05,0.571,0.422,8,-13.986,0,0.0292,0.498,0.0,0.0804,0.579,111.07,4
186375,7MlBzvvVTilZ9R6WLtCUUb,No One,49,270613,0,['Maoli'],['6EKzehEG2fwJtRMH4KbjsA'],2008-11-11,0.641,0.5,11,-8.816,1,0.0418,0.603,0.0,0.188,0.849,79.922,4
245555,7IWdKDoQ3QNaF790h3skyc,I Don't Need You,55,186147,0,['Acid Ghost'],['3DxAikzv8719U68yCVRELD'],2015-04-06,0.473,0.816,7,-4.683,1,0.0333,0.016,0.823,0.368,0.262,155.956,4
83353,0l4DTppOxy7NUaEcwXuOb6,Animal,67,212307,0,['Neon Trees'],['0RpddSzUHfncUWNJXKOsjy'],2010,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,4
535409,1bIzbHEhPMN2VdGGZj73gl,Sviti slunce nad hlavou,25,81467,0,['Jiří Korn'],['7Ch5fs1WRyYzlkiclW5tFJ'],2009-05-15,0.313,0.625,8,-5.876,1,0.0805,0.711,0.0,0.207,0.907,186.06,4
411332,6njdKauATnfXEqsM5SXw3R,繼續墮落,11,283640,0,['Wu Bai'],['5H8TJITZE1sPjVR2ACzXNS'],1995-07-11,0.417,0.885,9,-13.159,1,0.0462,0.0358,0.136,0.98,0.436,157.51,4
129195,7Ehf5MOXbh08ZPY2STQ0Y2,Tibetan Wellness,0,226065,0,['Buddha Music Sanctuary'],['4FD6Q9i4uAwn5PEwirPyJ3'],2019-11-13,0.208,0.245,10,-16.095,0,0.0443,0.985,0.824,0.105,0.0544,72.803,4
40971,3JVwMAzCzp6pOFFKkNGOoE,Sure He's A Cat,39,152720,0,['The Cats'],['4mplweFSgMgpH03ruEMEMv'],1967-01-01,0.608,0.719,7,-8.176,1,0.0358,0.0674,0.000104,0.354,0.768,125.809,4
286537,1iL2qN1fpyE9MxUhUUu0O4,Portas do Sol,53,228502,0,['Nena'],['561qBVd91ZPE9yCURXt7BB'],2020-09-25,0.443,0.29,3,-8.303,1,0.0349,0.739,0.0,0.0945,0.335,98.663,4
303759,4DmkeI4ayynwCfcYeVpUOK,Colors Of Persia (Mix Cut) - Original Mix,5,42973,0,['Alexandre Bergheau'],['67ZSnsSlSHDh8BU9BVHChm'],2012-12-20,0.671,0.791,0,-5.873,1,0.183,4.19e-06,0.00173,0.304,0.568,133.987,4
576607,140So0Tyt3vuSWkmqnlmK9,Summertime Blues,6,111720,0,['Hep Stars'],['7FZqbNdkNb0UVVze7L8PGp'],1964,0.594,0.848,4,-7.18,0,0.0446,0.204,4.5e-05,0.076,0.618,103.044,4
540307,3YwLLWTyTSQsHbaNSVbvNB,Stuck,48,282347,0,['Darren Espanto'],['0u4G1K1CSzcp5PZ6G6FIGu'],2014-01-01,0.396,0.457,2,-6.87,1,0.0337,0.262,0.0,0.145,0.435,160.386,3
215574,0eDz9DoHgpq5PRKn1aZoL3,No Tuve a Quien Decirle Amor,25,320702,0,['Grupo Niche'],['1zng9JZpblpk48IPceRWs8'],1992-03-18,0.692,0.898,0,-5.502,0,0.0329,0.0325,5.83e-05,0.154,0.865,91.239,4
402497,6cZuUf5fRijO3VeWTBAdOY,Aku Pun Tahu,9,322893,0,['Wings'],['7c5278WShlxTk3vS9XoTf8'],1992-09-02,0.354,0.393,9,-13.091,0,0.0337,0.165,0.00151,0.18,0.2,170.559,4
46079,2mn5NjhEPYbH4crCqGFVzo,Prisoners,41,218813,0,['John Denver'],['7EK1bQADBoqbYXnT4Cqv9w'],1972-09-15,0.547,0.61,2,-8.812,1,0.0385,0.348,0.0243,0.096,0.772,104.471,4
18096,3NrLVTpHQFjycocOTQwqzV,Kisne Churaya Mera Dil,0,183629,0,['Malti'],['3Uiy71E4S3PcqTPjSRF0cn'],1944-12-31,0.702,0.213,4,-11.345,0,0.454,0.995,0.859,0.11,0.84,94.823,3
483302,6lfKovz34dxzQmtPzwANf9,Pumuckl macht Ferien - Teil 01,30,82046,0,['Pumuckl'],['1lhceMHrxr0jC943AuAhhh'],1982,0.659,0.27,2,-17.276,1,0.817,0.815,3.47e-06,0.632,0.944,118.644,4
495275,7lFpG109aiWkC4tCg6DHQn,018 - Hexenjagd im Lerchenbach - Teil 25,29,89387,0,['TKKG Retro-Archiv'],['0i38tQX5j4gZ0KS3eCMoIl'],1982-06-01,0.565,0.683,5,-6.589,1,0.879,0.631,0.0,0.385,0.677,160.911,3
464149,5cPT2ZlYmD7OLocSFLSC81,mer,62,193160,0,['Hatik'],['05hirnMeVIzCrcUxbrysZU'],2021-02-12,0.731,0.585,3,-7.672,0,0.107,0.134,0.00039,0.114,0.182,95.919,4
439504,3kbSRuMLKulmzK360A3uMA,Paterson: The Falls,4,102867,0,['William Carlos Williams'],['0CfIWtnGtdyFGbHrMMZ5uL'],1955,0.679,0.232,8,-17.348,0,0.9,0.986,3.8e-06,0.124,0.481,97.11,4
34060,2xQHS2PlKPK2WZ6Zz7xGng,You and the Night and the Music,24,155493,0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],1960-12-19,0.682,0.3,10,-11.72,0,0.0398,0.717,0.0,0.177,0.605,128.76,4
192713,2WU6kK8T0mW0BbXGX1tDa7,002 - ...im Zeltlager - Teil 05,33,66520,0,['Fünf Freunde'],['1hD52edfn6aNsK3fb5c2OT'],1978-11-02,0.711,0.509,7,-9.554,1,0.856,0.88,0.0,0.679,0.791,128.61,5
121299,2sHf5pftBFaFCC3lDxUCGk,"Chopin: Piano Sonata #2 In B Flat Minor, Op. 35, B 128, ""Funeral March"" - 2. Scherzo",0,365467,0,"['Frédéric Chopin', 'Martha Argerich']","['7y97mc3bZRFXzT2szRM4L4', '66MvLAvLznk5UOvASVGjk4']",1927-12-05,0.3,0.0638,6,-20.97,1,0.0373,0.993,0.868,0.0991,0.137,74.367,4
188433,1OhrU4btsMvWXcRn5xB70k,Choose (feat. Hamo Dell),53,229254,0,"['Stan Walker', 'Hamo Dell']","['7fRw4ouudxR1jHgyrTIKuY', '1AIFPaBYtvqWylIbQXjZv2']",2019-09-13,0.595,0.435,11,-6.939,0,0.199,0.636,0.0,0.134,0.361,169.993,4
460406,0ppWDRSY6jYyu34MsNap9u,Mon âme se repose,34,286867,0,['Taizé'],['2sxVT9opAXJ4hoDEUQXCsu'],1998-11-10,0.2,0.165,4,-17.994,0,0.0404,0.951,0.797,0.175,0.135,124.922,5
500575,1Cl1a442RspSFDRiiJxbXd,In deiner kleinen Welt - Marv Edit,49,193448,0,"['Philipp Dittberner', 'Marv']","['7oaSITFPadI3fnIxbv7hTa', '64hJwJas2snPX2t0qGs1QK']",2016-05-20,0.772,0.579,8,-7.073,1,0.0281,0.343,0.0,0.141,0.442,116.034,4
265597,6aQhuVQsewPhVaiz34HqA4,"Keyboard Sonata in C Minor, K.11/L.352/P.67 (arr. for guitar)",3,190827,0,"['Andrés Segovia', 'Domenico Scarlatti']","['3Din7QXYnTjT52WF62KS97', '0mFblCBw0GcoY7zY1P8tzE']",1952,0.519,0.104,10,-22.827,0,0.0864,0.993,0.866,0.105,0.708,75.752,4
51336,2AXPdHyeJFqEh8OyR2JImr,The Visitors / Bye / End Titles: The Special Edition,38,752720,0,['John Williams'],['3dRfiJ2650SZu6GbydcHNb'],1977,0.0908,0.151,7,-18.838,1,0.0393,0.799,0.548,0.0738,0.0344,85.198,4
414998,2gB71MIkU9054sJsjCtQDB,如果你愛我,26,241613,0,['Eve Ai'],['6eLpNMX3ZygSrUuxAlIWIx'],2012-11-02,0.349,0.317,4,-9.717,1,0.032,0.891,0.0,0.101,0.142,119.8,4
331793,0AgXsHXt0b0IWQA4UXhIZ7,Um Girassol da Cor de Seu Cabelo,39,300560,0,"['Ira!', 'Samuel Rosa']","['7L5YQQJPL1wrmrdigJavV7', '4fp0N4WchcumIW5HNGpPwa']",1999,0.575,0.634,4,-6.789,0,0.031,0.161,2e-05,0.157,0.514,158.852,4
81927,3Feec7M9kLXDHag4iZcBxU,Go To Church,60,231933,1,"['Ice Cube', 'Lil Jon', 'Snoop Dogg']","['3Mcii5XWf6E0lrY3Uky4cA', '7sfl4Xt5KmfyDs2T3SVSMK', '7hJcb9fa4alzcOq3EaNPoG']",2008-01-01,0.726,0.757,0,-7.155,1,0.191,0.0254,0.0,0.702,0.679,83.979,4
274664,70XoOdejxbSD0xNV6nwnHW,早有預謀,17,201469,0,['Joey Yung'],['2zzKlxMsKTPMsZacZCPRNA'],2002-07-12,0.441,0.486,8,-6.316,1,0.0334,0.583,0.0,0.177,0.395,151.876,4
318592,26HKyKKbVrfbEgeR4dDsea,Please Mr. Jailer,40,182040,0,['Wynona Carr'],['0v6JkAzkEJ6lCw6hAVs5VP'],1993-01-01,0.632,0.301,11,-11.599,1,0.0498,0.703,0.0,0.152,0.782,82.16,4
70600,5NaOWLOmVjcA3M5spRATN9,Honey,62,299827,0,['Mariah Carey'],['4iHNK0tOyZPYnBU7nGAgpQ'],1997-09-03,0.694,0.824,1,-6.756,1,0.0909,0.119,7.15e-06,0.152,0.675,95.833,4
520618,0W2dlWo6vKv2vBeVt8zWHo,Chitram Bhalare,23,203640,0,"['P. Susheela', 'S. P. Balasubrahmanyam']","['0aFGod7DM6b3O5l1AmvFwK', '2ae6PxICSOZHvjqiCcgon8']",1977-12-31,0.57,0.366,7,-10.78,1,0.0715,0.966,0.000166,0.099,0.798,132.044,3
101482,4JJl5T6nQlSiN7rbYPQIJ0,Let Your Love Flow,27,175960,0,['Joan Baez'],['1EevBGfUh3RSQSGpluxgBm'],1979,0.673,0.617,7,-12.29,1,0.0306,0.151,0.0,0.0631,0.851,112.365,4
229447,6MKdNVgDKG5pNT3zBZ7mZL,Tick Tick Boom - Single Version,24,222267,0,['The Hives'],['4DToQR3aKrHQSSRzSz8Nzt'],2007-01-01,0.554,0.831,9,-3.428,0,0.136,0.000545,1.22e-05,0.188,0.254,135.084,4
83261,2PJhATOD9dWsevezmfjoMA,Nowhere To Run,70,300000,0,['Stegosaurus Rex'],['2D5kO95AWEXMHRvqvCKb7K'],2010-01-01,0.809,0.668,7,-6.936,1,0.219,0.678,0.0147,0.0865,0.636,119.976,4
184617,5cfY58HnqymURfELuqjh8V,Stranded,41,213893,0,['Lutricia McNeal'],['15CJJkRAJlTG8kA8Eo1f4x'],1997,0.712,0.654,0,-5.485,0,0.0266,0.0189,1.77e-05,0.0659,0.48,91.008,4
490095,5E8PsQC6uG1X4W3kZE0vL6,Worldwide Love,28,252580,0,['Kabaka Pyramid'],['10p1CDVyRIkR2ybAu7SbVH'],2012-12-12,0.538,0.606,0,-8.773,1,0.365,0.149,0.0,0.254,0.737,174.543,4
172291,5ydXHbVnBlB9TbQn1NIu1u,Gör det igen,37,201227,0,['Markoolio'],['0cAOG10Gh3ORpBRZ9c7Zam'],1999-08-23,0.787,0.938,10,-4.608,0,0.0493,0.239,0.0,0.896,0.779,100.063,4
345096,7jDtQkIxKFELTpQa27VWWR,Look What You've Done,60,181354,0,['Zara Larsson'],['1Xylc3o4UrD53lo9CvFvVg'],2021-03-04,0.742,0.79,0,-2.232,1,0.0547,0.182,0.0,0.355,0.62,117.915,4
275076,2ErcueEkqjsiTVI0wpOyLy,"心呼吸 - (劇集 ""天涯俠醫"" 主題曲)",35,233600,0,['Raymond Lam'],['4KCnzC71azFAYCKmD1bJOK'],2004-11-15,0.512,0.365,6,-11.3,1,0.0298,0.793,2.12e-05,0.109,0.204,78.001,4
473155,27AhPKW3zXshvs1QQXaaOY,When I Was Young,30,195347,0,['Ramones'],['1co4F2pPNH8JjTutZkmgSm'],1994-01-04,0.63,0.777,2,-8.931,1,0.0326,0.000324,0.174,0.102,0.408,119.973,4
48517,5lQKRR3MdJLtAwNBiT8Cq0,Lyin' Eyes - 2013 Remaster,67,381999,0,['Eagles'],['0ECwFtbIWEVNwjlrfc6xoL'],1975,0.669,0.673,7,-9.754,1,0.0248,0.203,0.0271,0.164,0.867,132.68,4
163663,65TsgNKFVwGuCWUOTKN38l,Antaa mennä vaan,5,111240,0,['Esa Pakarinen'],['3HsUIcPFt7JECvpSAevto7'],1974,0.796,0.49,0,-10.53,1,0.0482,0.303,0.0,0.119,0.818,110.879,4
427466,4gOkQHYJ1ImPzNQJORg1nD,Hace Tanto Tiempo,56,279015,0,"['Charles Ans', 'Gera MX', 'Nanpa Básico']","['5lYeiQxUTcGKVgAuTqbTeL', '2hejA1Dkf8v8R0koF44FvW', '1cUpGtXcSQsovNYEZOQgOG']",2018-09-11,0.643,0.691,7,-6.77,0,0.222,0.535,0.0,0.192,0.351,90.237,4
139975,2nOLMBa2eN4fb6Ah6wjcg2,Pieni sydän,18,162133,0,['Laila Kinnunen'],['4P0aDjtJ22Xaa0WyKwb3GP'],1965,0.447,0.323,7,-9.536,0,0.036,0.915,0.0,0.367,0.536,107.919,4
